Sexo;Federación;Comunidad autónoma;periodo;Total
Mujeres;Luchas Olímpicas;Madrid, Comunidad de;2014;217
Mujeres;Luchas Olímpicas;Madrid, Comunidad de;2013;411
Mujeres;Luchas Olímpicas;Madrid, Comunidad de;2012;67
Mujeres;Luchas Olímpicas;Madrid, Comunidad de;2011;227
Mujeres;Luchas Olímpicas;Madrid, Comunidad de;2010;150
Mujeres;Luchas Olímpicas;Madrid, Comunidad de;2009;171
Mujeres;Luchas Olímpicas;Murcia, Región de;2024;580
Mujeres;Luchas Olímpicas;Murcia, Región de;2023;573
Mujeres;Luchas Olímpicas;Murcia, Región de;2022;225
Mujeres;Luchas Olímpicas;Murcia, Región de;2021;132
Mujeres;Luchas Olímpicas;Murcia, Región de;2020;234
Mujeres;Luchas Olímpicas;Murcia, Región de;2019;184
Mujeres;Luchas Olímpicas;Murcia, Región de;2018;100
Mujeres;Luchas Olímpicas;Murcia, Región de;2017;60
Mujeres;Luchas Olímpicas;Murcia, Región de;2016;41
Mujeres;Luchas Olímpicas;Murcia, Región de;2015;620
Mujeres;Luchas Olímpicas;Murcia, Región de;2014;689
Mujeres;Luchas Olímpicas;Murcia, Región de;2013;754
Mujeres;Luchas Olímpicas;Murcia, Región de;2012;23
Mujeres;Luchas Olímpicas;Murcia, Región de;2011;28
Mujeres;Luchas Olímpicas;Murcia, Región de;2010;38
Mujeres;Luchas Olímpicas;Murcia, Región de;2009;14
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2024;102
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2023;28
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2022;20
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2021;20
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2020;21
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2019;27
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2018;14
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2017;32
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2016;35
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2015;23
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2014;12
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2013;21
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2012;25
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2011;22
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2010;12
Mujeres;Luchas Olímpicas;Navarra, Comunidad Foral de;2009;23
Mujeres;Luchas Olímpicas;País Vasco;2024;63
Mujeres;Luchas Olímpicas;País Vasco;2023;53
Mujeres;Luchas Olímpicas;País Vasco;2022;72
Mujeres;Luchas Olímpicas;País Vasco;2021;39
Mujeres;Luchas Olímpicas;País Vasco;2020;130
Mujeres;Luchas Olímpicas;País Vasco;2019;34
Mujeres;Luchas Olímpicas;País Vasco;2018;27
Mujeres;Luchas Olímpicas;País Vasco;2017;52
Mujeres;Luchas Olímpicas;País Vasco;2016;40
Mujeres;Luchas Olímpicas;País Vasco;2015;48
Mujeres;Luchas Olímpicas;País Vasco;2014;21
Mujeres;Luchas Olímpicas;País Vasco;2013;31
Mujeres;Luchas Olímpicas;País Vasco;2012;34
Mujeres;Luchas Olímpicas;País Vasco;2011;62
Mujeres;Luchas Olímpicas;País Vasco;2010;64
Mujeres;Luchas Olímpicas;País Vasco;2009;68
Mujeres;Luchas Olímpicas;Rioja, La;2024;194
Mujeres;Luchas Olímpicas;Rioja, La;2023;183
Mujeres;Luchas Olímpicas;Rioja, La;2022;220
Mujeres;Luchas Olímpicas;Rioja, La;2021;156
Mujeres;Luchas Olímpicas;Rioja, La;2020;65
Mujeres;Luchas Olímpicas;Rioja, La;2019;17
Mujeres;Luchas Olímpicas;Rioja, La;2018;14
Mujeres;Luchas Olímpicas;Rioja, La;2017;55
Mujeres;Luchas Olímpicas;Rioja, La;2016;34
Mujeres;Luchas Olímpicas;Rioja, La;2015;3
Mujeres;Luchas Olímpicas;Rioja, La;2014;0
Mujeres;Luchas Olímpicas;Rioja, La;2013;0
Mujeres;Luchas Olímpicas;Rioja, La;2012;0
Mujeres;Luchas Olímpicas;Rioja, La;2011;0
Mujeres;Luchas Olímpicas;Rioja, La;2010;0
Mujeres;Luchas Olímpicas;Rioja, La;2009;0
Mujeres;Luchas Olímpicas;Ceuta;2024;0
Mujeres;Luchas Olímpicas;Ceuta;2023;0
Mujeres;Luchas Olímpicas;Ceuta;2022;0
Mujeres;Luchas Olímpicas;Ceuta;2021;0
Mujeres;Luchas Olímpicas;Ceuta;2020;0
Mujeres;Luchas Olímpicas;Ceuta;2019;0
Mujeres;Luchas Olímpicas;Ceuta;2018;0
Mujeres;Luchas Olímpicas;Ceuta;2017;0
Mujeres;Luchas Olímpicas;Ceuta;2016;0
Mujeres;Luchas Olímpicas;Ceuta;2015;0
Mujeres;Luchas Olímpicas;Ceuta;2014;1
Mujeres;Luchas Olímpicas;Ceuta;2013;0
Mujeres;Luchas Olímpicas;Ceuta;2012;15
Mujeres;Luchas Olímpicas;Ceuta;2011;0
Mujeres;Luchas Olímpicas;Ceuta;2010;0
Mujeres;Luchas Olímpicas;Ceuta;2009;0
Mujeres;Luchas Olímpicas;Melilla;2024;0
Mujeres;Luchas Olímpicas;Melilla;2023;0
Mujeres;Luchas Olímpicas;Melilla;2022;0
Mujeres;Luchas Olímpicas;Melilla;2021;0
Mujeres;Luchas Olímpicas;Melilla;2020;0
Mujeres;Luchas Olímpicas;Melilla;2019;0
Mujeres;Luchas Olímpicas;Melilla;2018;0
Mujeres;Luchas Olímpicas;Melilla;2017;0
Mujeres;Luchas Olímpicas;Melilla;2016;0
Mujeres;Luchas Olímpicas;Melilla;2015;0
Mujeres;Luchas Olímpicas;Melilla;2014;0
Mujeres;Luchas Olímpicas;Melilla;2013;0
Mujeres;Luchas Olímpicas;Melilla;2012;0
Mujeres;Luchas Olímpicas;Melilla;2011;0
Mujeres;Luchas Olímpicas;Melilla;2010;0
Mujeres;Luchas Olímpicas;Melilla;2009;1
Mujeres;Luchas Olímpicas;Sin territorializar;2024;0
Mujeres;Luchas Olímpicas;Sin territorializar;2023;0
Mujeres;Luchas Olímpicas;Sin territorializar;2022;0
Mujeres;Luchas Olímpicas;Sin territorializar;2021;0
Mujeres;Luchas Olímpicas;Sin territorializar;2020;0
Mujeres;Luchas Olímpicas;Sin territorializar;2019;0
Mujeres;Luchas Olímpicas;Sin territorializar;2018;0
Mujeres;Luchas Olímpicas;Sin territorializar;2017;0
Mujeres;Luchas Olímpicas;Sin territorializar;2016;0
Mujeres;Luchas Olímpicas;Sin territorializar;2015;0
Mujeres;Luchas Olímpicas;Sin territorializar;2014;0
Mujeres;Luchas Olímpicas;Sin territorializar;2013;0
Mujeres;Luchas Olímpicas;Sin territorializar;2012;0
Mujeres;Luchas Olímpicas;Sin territorializar;2011;0
Mujeres;Luchas Olímpicas;Sin territorializar;2010;0
Mujeres;Luchas Olímpicas;Sin territorializar;2009;0
Mujeres;Montaña y Escalada;TOTAL;2024;105.053
Mujeres;Montaña y Escalada;TOTAL;2023;104.808
Mujeres;Montaña y Escalada;TOTAL;2022;103.914
Mujeres;Montaña y Escalada;TOTAL;2021;96.474
Mujeres;Montaña y Escalada;TOTAL;2020;85.170
Mujeres;Montaña y Escalada;TOTAL;2019;84.118
Mujeres;Montaña y Escalada;TOTAL;2018;76.107
Mujeres;Montaña y Escalada;TOTAL;2017;79.514
Mujeres;Montaña y Escalada;TOTAL;2016;72.885
Mujeres;Montaña y Escalada;TOTAL;2015;66.163
Mujeres;Montaña y Escalada;TOTAL;2014;56.431
Mujeres;Montaña y Escalada;TOTAL;2013;49.766
Mujeres;Montaña y Escalada;TOTAL;2012;46.251
Mujeres;Montaña y Escalada;TOTAL;2011;43.610
Mujeres;Montaña y Escalada;TOTAL;2010;41.901
Mujeres;Montaña y Escalada;TOTAL;2009;36.168
Mujeres;Montaña y Escalada;Andalucía;2024;12.501
Mujeres;Montaña y Escalada;Andalucía;2023;12.233
Mujeres;Montaña y Escalada;Andalucía;2022;12.200
Mujeres;Montaña y Escalada;Andalucía;2021;10.523
Mujeres;Montaña y Escalada;Andalucía;2020;10.156
Mujeres;Montaña y Escalada;Andalucía;2019;9.804
Mujeres;Montaña y Escalada;Andalucía;2018;9.244
Mujeres;Montaña y Escalada;Andalucía;2017;13.731
Mujeres;Montaña y Escalada;Andalucía;2016;11.306
Mujeres;Montaña y Escalada;Andalucía;2015;8.595
Mujeres;Montaña y Escalada;Andalucía;2014;7.075
Mujeres;Montaña y Escalada;Andalucía;2013;4.497
Mujeres;Montaña y Escalada;Andalucía;2012;3.639
Mujeres;Montaña y Escalada;Andalucía;2011;3.358
Mujeres;Montaña y Escalada;Andalucía;2010;2.693
Mujeres;Montaña y Escalada;Andalucía;2009;2.154
Mujeres;Montaña y Escalada;Aragón;2024;6.382
Mujeres;Montaña y Escalada;Aragón;2023;6.323
Mujeres;Montaña y Escalada;Aragón;2022;5.869
Mujeres;Montaña y Escalada;Aragón;2021;4.696
Mujeres;Montaña y Escalada;Aragón;2020;4.764
Mujeres;Montaña y Escalada;Aragón;2019;4.472
Mujeres;Montaña y Escalada;Aragón;2018;4.182
Mujeres;Montaña y Escalada;Aragón;2017;7.054
Mujeres;Montaña y Escalada;Aragón;2016;3.382
Mujeres;Montaña y Escalada;Aragón;2015;3.108
Mujeres;Montaña y Escalada;Aragón;2014;2.779
Mujeres;Montaña y Escalada;Aragón;2013;2.565
Mujeres;Montaña y Escalada;Aragón;2012;2.470
Mujeres;Montaña y Escalada;Aragón;2011;2.409
Mujeres;Montaña y Escalada;Aragón;2010;2.350
Mujeres;Montaña y Escalada;Aragón;2009;2.112
Mujeres;Montaña y Escalada;Asturias, Principado de;2024;4.661
Mujeres;Montaña y Escalada;Asturias, Principado de;2023;4.318
Mujeres;Montaña y Escalada;Asturias, Principado de;2022;3.978
Mujeres;Montaña y Escalada;Asturias, Principado de;2021;5.569
Mujeres;Montaña y Escalada;Asturias, Principado de;2020;2.705
Mujeres;Montaña y Escalada;Asturias, Principado de;2019;2.320
Mujeres;Montaña y Escalada;Asturias, Principado de;2018;2.102
Mujeres;Montaña y Escalada;Asturias, Principado de;2017;1.990
Mujeres;Montaña y Escalada;Asturias, Principado de;2016;1.949
Mujeres;Montaña y Escalada;Asturias, Principado de;2015;2.056
Mujeres;Montaña y Escalada;Asturias, Principado de;2014;1.020
Mujeres;Montaña y Escalada;Asturias, Principado de;2013;1.545
Mujeres;Montaña y Escalada;Asturias, Principado de;2012;1.283
Mujeres;Montaña y Escalada;Asturias, Principado de;2011;1.224
Mujeres;Montaña y Escalada;Asturias, Principado de;2010;1.280
Mujeres;Montaña y Escalada;Asturias, Principado de;2009;790
Mujeres;Montaña y Escalada;Balears, Illes;2024;1.991
Mujeres;Montaña y Escalada;Balears, Illes;2023;1.841
Mujeres;Montaña y Escalada;Balears, Illes;2022;1.789
Mujeres;Montaña y Escalada;Balears, Illes;2021;1.806
Mujeres;Montaña y Escalada;Balears, Illes;2020;1.661
Mujeres;Montaña y Escalada;Balears, Illes;2019;1.576
Mujeres;Montaña y Escalada;Balears, Illes;2018;1.300
Mujeres;Montaña y Escalada;Balears, Illes;2017;1.160
Mujeres;Montaña y Escalada;Balears, Illes;2016;1.092
Mujeres;Montaña y Escalada;Balears, Illes;2015;999
Mujeres;Montaña y Escalada;Balears, Illes;2014;755
Mujeres;Montaña y Escalada;Balears, Illes;2013;858
Mujeres;Montaña y Escalada;Balears, Illes;2012;893
Mujeres;Montaña y Escalada;Balears, Illes;2011;900
Mujeres;Montaña y Escalada;Balears, Illes;2010;81
Mujeres;Montaña y Escalada;Balears, Illes;2009;565
Mujeres;Montaña y Escalada;Canarias;2024;9.580
Mujeres;Montaña y Escalada;Canarias;2023;10.055
Mujeres;Montaña y Escalada;Canarias;2022;10.089
Mujeres;Montaña y Escalada;Canarias;2021;10.303
Mujeres;Montaña y Escalada;Canarias;2020;7.325
Mujeres;Montaña y Escalada;Canarias;2019;7.044
Mujeres;Montaña y Escalada;Canarias;2018;6.490
Mujeres;Montaña y Escalada;Canarias;2017;6.131
Mujeres;Montaña y Escalada;Canarias;2016;5.872
Mujeres;Montaña y Escalada;Canarias;2015;4.804
Mujeres;Montaña y Escalada;Canarias;2014;4.114
Mujeres;Montaña y Escalada;Canarias;2013;2.792
Mujeres;Montaña y Escalada;Canarias;2012;1.374
Mujeres;Montaña y Escalada;Canarias;2011;1.023
Mujeres;Montaña y Escalada;Canarias;2010;1.009
Mujeres;Montaña y Escalada;Canarias;2009;771
Mujeres;Montaña y Escalada;Cantabria;2024;2.073
Mujeres;Montaña y Escalada;Cantabria;2023;2.203
Mujeres;Montaña y Escalada;Cantabria;2022;2.194
Mujeres;Montaña y Escalada;Cantabria;2021;1.929
Mujeres;Montaña y Escalada;Cantabria;2020;1.929
Mujeres;Montaña y Escalada;Cantabria;2019;1.954
Mujeres;Montaña y Escalada;Cantabria;2018;1.823
Mujeres;Montaña y Escalada;Cantabria;2017;1.557
Mujeres;Montaña y Escalada;Cantabria;2016;1.380
Mujeres;Montaña y Escalada;Cantabria;2015;1.000
Mujeres;Montaña y Escalada;Cantabria;2014;1.072
Mujeres;Montaña y Escalada;Cantabria;2013;787
Mujeres;Montaña y Escalada;Cantabria;2012;704
Mujeres;Montaña y Escalada;Cantabria;2011;848
Mujeres;Montaña y Escalada;Cantabria;2010;867
Mujeres;Montaña y Escalada;Cantabria;2009;259
Mujeres;Montaña y Escalada;Castilla y León;2024;5.299
Mujeres;Montaña y Escalada;Castilla y León;2023;5.126
Mujeres;Montaña y Escalada;Castilla y León;2022;4.788
Mujeres;Montaña y Escalada;Castilla y León;2021;4.167
Mujeres;Montaña y Escalada;Castilla y León;2020;3.993
Mujeres;Montaña y Escalada;Castilla y León;2019;4.355
Mujeres;Montaña y Escalada;Castilla y León;2018;4.164
Mujeres;Montaña y Escalada;Castilla y León;2017;3.744
Mujeres;Montaña y Escalada;Castilla y León;2016;3.292
Mujeres;Montaña y Escalada;Castilla y León;2015;3.105
Mujeres;Montaña y Escalada;Castilla y León;2014;2.278
Mujeres;Montaña y Escalada;Castilla y León;2013;1.997
Mujeres;Montaña y Escalada;Castilla y León;2012;1.773
Mujeres;Montaña y Escalada;Castilla y León;2011;1.679
Mujeres;Montaña y Escalada;Castilla y León;2010;1.759
Mujeres;Montaña y Escalada;Castilla y León;2009;1.617
Mujeres;Montaña y Escalada;Castilla-La Mancha;2024;1.570
Mujeres;Montaña y Escalada;Castilla-La Mancha;2023;1.680
Mujeres;Montaña y Escalada;Castilla-La Mancha;2022;1.751
Mujeres;Montaña y Escalada;Castilla-La Mancha;2021;1.488
Mujeres;Montaña y Escalada;Castilla-La Mancha;2020;1.615
Mujeres;Montaña y Escalada;Castilla-La Mancha;2019;1.520
Mujeres;Montaña y Escalada;Castilla-La Mancha;2018;1.408
Mujeres;Montaña y Escalada;Castilla-La Mancha;2017;1.241
Mujeres;Montaña y Escalada;Castilla-La Mancha;2016;1.191
Mujeres;Montaña y Escalada;Castilla-La Mancha;2015;1.084
Mujeres;Montaña y Escalada;Castilla-La Mancha;2014;1.049
Mujeres;Montaña y Escalada;Castilla-La Mancha;2013;909
Mujeres;Montaña y Escalada;Castilla-La Mancha;2012;710
Mujeres;Montaña y Escalada;Castilla-La Mancha;2011;737
Mujeres;Montaña y Escalada;Castilla-La Mancha;2010;687
Mujeres;Montaña y Escalada;Castilla-La Mancha;2009;695
Mujeres;Montaña y Escalada;Cataluña;2024;17.614
Mujeres;Montaña y Escalada;Cataluña;2023;17.122
Mujeres;Montaña y Escalada;Cataluña;2022;16.956
Mujeres;Montaña y Escalada;Cataluña;2021;15.607
Mujeres;Montaña y Escalada;Cataluña;2020;15.616
Mujeres;Montaña y Escalada;Cataluña;2019;14.980
Mujeres;Montaña y Escalada;Cataluña;2018;14.544
Mujeres;Montaña y Escalada;Cataluña;2017;14.255
Mujeres;Montaña y Escalada;Cataluña;2016;13.553
Mujeres;Montaña y Escalada;Cataluña;2015;12.719
Mujeres;Montaña y Escalada;Cataluña;2014;12.383
Mujeres;Montaña y Escalada;Cataluña;2013;11.984
Mujeres;Montaña y Escalada;Cataluña;2012;12.518
Mujeres;Montaña y Escalada;Cataluña;2011;12.099
Mujeres;Montaña y Escalada;Cataluña;2010;11.382
Mujeres;Montaña y Escalada;Cataluña;2009;9.976
Mujeres;Montaña y Escalada;Comunitat Valenciana;2024;7.116
Mujeres;Montaña y Escalada;Comunitat Valenciana;2023;6.727
Mujeres;Montaña y Escalada;Comunitat Valenciana;2022;7.232
Mujeres;Montaña y Escalada;Comunitat Valenciana;2021;6.674
Mujeres;Montaña y Escalada;Comunitat Valenciana;2020;6.292
Mujeres;Montaña y Escalada;Comunitat Valenciana;2019;6.824
Mujeres;Montaña y Escalada;Comunitat Valenciana;2018;5.289
Mujeres;Montaña y Escalada;Comunitat Valenciana;2017;4.590
Mujeres;Montaña y Escalada;Comunitat Valenciana;2016;7.470
Mujeres;Montaña y Escalada;Comunitat Valenciana;2015;7.826
Mujeres;Montaña y Escalada;Comunitat Valenciana;2014;3.685
Mujeres;Montaña y Escalada;Comunitat Valenciana;2013;3.321
Mujeres;Montaña y Escalada;Comunitat Valenciana;2012;3.432
Mujeres;Montaña y Escalada;Comunitat Valenciana;2011;2.998
Mujeres;Montaña y Escalada;Comunitat Valenciana;2010;3.865
Mujeres;Montaña y Escalada;Comunitat Valenciana;2009;2.380
Mujeres;Montaña y Escalada;Extremadura;2024;1.598
Mujeres;Montaña y Escalada;Extremadura;2023;1.678
Mujeres;Montaña y Escalada;Extremadura;2022;1.427
Mujeres;Montaña y Escalada;Extremadura;2021;1.156
Mujeres;Montaña y Escalada;Extremadura;2020;1.468
Mujeres;Montaña y Escalada;Extremadura;2019;1.335
Mujeres;Montaña y Escalada;Extremadura;2018;1.217
Mujeres;Montaña y Escalada;Extremadura;2017;959
Mujeres;Montaña y Escalada;Extremadura;2016;917
Mujeres;Montaña y Escalada;Extremadura;2015;790
Mujeres;Montaña y Escalada;Extremadura;2014;678
Mujeres;Montaña y Escalada;Extremadura;2013;725
Mujeres;Montaña y Escalada;Extremadura;2012;537
Mujeres;Montaña y Escalada;Extremadura;2011;492
Mujeres;Montaña y Escalada;Extremadura;2010;430
Mujeres;Montaña y Escalada;Extremadura;2009;331
Mujeres;Montaña y Escalada;Galicia;2024;3.054
Mujeres;Montaña y Escalada;Galicia;2023;3.077
Mujeres;Montaña y Escalada;Galicia;2022;3.020
Mujeres;Montaña y Escalada;Galicia;2021;2.517
Mujeres;Montaña y Escalada;Galicia;2020;2.415
Mujeres;Montaña y Escalada;Galicia;2019;2.356
Mujeres;Montaña y Escalada;Galicia;2018;2.095
Mujeres;Montaña y Escalada;Galicia;2017;1.893
Mujeres;Montaña y Escalada;Galicia;2016;1.703
Mujeres;Montaña y Escalada;Galicia;2015;1.777
Mujeres;Montaña y Escalada;Galicia;2014;1.240
Mujeres;Montaña y Escalada;Galicia;2013;1.001
Mujeres;Montaña y Escalada;Galicia;2012;847
Mujeres;Montaña y Escalada;Galicia;2011;752
Mujeres;Montaña y Escalada;Galicia;2010;747
Mujeres;Montaña y Escalada;Galicia;2009;704
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2024;6.238
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2023;6.438
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2022;6.598
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2021;6.986
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2020;5.922
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2019;5.429
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2018;4.959
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2017;4.637
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2016;4.339
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2015;3.957
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2014;4.103
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2013;3.756
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2012;3.282
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2011;2.900
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2010;2.957
Mujeres;Montaña y Escalada;Madrid, Comunidad de;2009;2.437
Mujeres;Montaña y Escalada;Murcia, Región de;2024;4.369
Mujeres;Montaña y Escalada;Murcia, Región de;2023;5.028
Mujeres;Montaña y Escalada;Murcia, Región de;2022;4.695
Mujeres;Montaña y Escalada;Murcia, Región de;2021;4.935
Mujeres;Montaña y Escalada;Murcia, Región de;2020;4.060
Mujeres;Montaña y Escalada;Murcia, Región de;2019;3.880
Mujeres;Montaña y Escalada;Murcia, Región de;2018;3.635
Mujeres;Montaña y Escalada;Murcia, Región de;2017;3.196
Mujeres;Montaña y Escalada;Murcia, Región de;2016;2.686
Mujeres;Montaña y Escalada;Murcia, Región de;2015;2.186
Mujeres;Montaña y Escalada;Murcia, Región de;2014;1.678
Mujeres;Montaña y Escalada;Murcia, Región de;2013;1.827
Mujeres;Montaña y Escalada;Murcia, Región de;2012;1.409
Mujeres;Montaña y Escalada;Murcia, Región de;2011;1.232
Mujeres;Montaña y Escalada;Murcia, Región de;2010;1.136
Mujeres;Montaña y Escalada;Murcia, Región de;2009;1.274
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2024;5.156
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2023;5.162
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2022;5.113
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2021;5.109
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2020;4.076
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2019;2.660
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2018;3.405
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2017;3.300
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2016;3.173
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2015;2.880
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2014;3.631
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2013;2.481
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2012;2.467
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2011;2.332
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2010;2.245
Mujeres;Montaña y Escalada;Navarra, Comunidad Foral de;2009;1.932
Mujeres;Montaña y Escalada;País Vasco;2024;15.213
Mujeres;Montaña y Escalada;País Vasco;2023;15.185
Mujeres;Montaña y Escalada;País Vasco;2022;15.605
Mujeres;Montaña y Escalada;País Vasco;2021;12.532
Mujeres;Montaña y Escalada;País Vasco;2020;10.652
Mujeres;Montaña y Escalada;País Vasco;2019;13.121
Mujeres;Montaña y Escalada;País Vasco;2018;9.826
Mujeres;Montaña y Escalada;País Vasco;2017;9.676
Mujeres;Montaña y Escalada;País Vasco;2016;9.173
Mujeres;Montaña y Escalada;País Vasco;2015;8.881
Mujeres;Montaña y Escalada;País Vasco;2014;8.533
Mujeres;Montaña y Escalada;País Vasco;2013;8.365
Mujeres;Montaña y Escalada;País Vasco;2012;8.561
Mujeres;Montaña y Escalada;País Vasco;2011;8.282
Mujeres;Montaña y Escalada;País Vasco;2010;8.116
Mujeres;Montaña y Escalada;País Vasco;2009;7.942
Mujeres;Montaña y Escalada;Rioja, La;2024;526
Mujeres;Montaña y Escalada;Rioja, La;2023;531
Mujeres;Montaña y Escalada;Rioja, La;2022;463
Mujeres;Montaña y Escalada;Rioja, La;2021;338
Mujeres;Montaña y Escalada;Rioja, La;2020;346
Mujeres;Montaña y Escalada;Rioja, La;2019;316
Mujeres;Montaña y Escalada;Rioja, La;2018;281
Mujeres;Montaña y Escalada;Rioja, La;2017;265
Mujeres;Montaña y Escalada;Rioja, La;2016;284
Mujeres;Montaña y Escalada;Rioja, La;2015;296
Mujeres;Montaña y Escalada;Rioja, La;2014;283
Mujeres;Montaña y Escalada;Rioja, La;2013;277
Mujeres;Montaña y Escalada;Rioja, La;2012;295
Mujeres;Montaña y Escalada;Rioja, La;2011;287
Mujeres;Montaña y Escalada;Rioja, La;2010;256
Mujeres;Montaña y Escalada;Rioja, La;2009;223
Mujeres;Montaña y Escalada;Ceuta;2024;92
Mujeres;Montaña y Escalada;Ceuta;2023;62
Mujeres;Montaña y Escalada;Ceuta;2022;126
Mujeres;Montaña y Escalada;Ceuta;2021;136
